"Name","S","Kills","Errors","TotalAttacks","HitPct","Assists","Aces","SErr","Digs","RetAtt","RErr","BlockSolos","BlockAssists","BErr","PTS","BHE","match_id"
"Alas. Anchorage",3,26,14,102,0.118,22,3,7,41,73,7,4,6,3,36,0,"5667110"
"Chaminade",3,50,22,122,0.23,44,7,5,55,53,3,2,4,1,61,0,"5667110"
"Alas. Anchorage",4,46,15,108,0.287,44,8,8,46,59,8,0,8,0,58,0,"5667112"
"Hawaii Pacific",4,32,20,110,0.109,31,8,8,37,80,8,0,11,4,45.5,1,"5667112"
"Alas. Fairbanks",4,48,22,133,0.195,39,7,10,47,88,7,1,8,5,60,0,"5667111"
"Chaminade",4,56,13,124,0.347,49,7,6,55,65,7,1,12,1,70,0,"5667111"
"Hawaii Hilo",5,58,32,160,0.163,50,5,5,74,99,9,1,10,1,69,0,"5667445"
"Alas. Fairbanks",5,61,26,168,0.208,51,9,10,62,94,5,0,14,1,77,0,"5667445"
"Hawaii Hilo",5,59,23,145,0.248,53,16,7,59,98,11,2,8,4,81,1,"5667369"
"Alas. Anchorage",5,58,23,151,0.232,50,11,5,58,99,16,0,8,4,73,0,"5667369"
"Saint Michael's",3,39,10,98,0.296,35,7,13,49,48,7,1,6,1,50,0,"5668016"
"Plattsburgh St.",3,24,15,91,0.099,21,7,10,42,60,7,1,6,1,35,0,"5668016"
"Alas. Fairbanks",3,41,14,90,0.3,34,9,7,30,50,4,2,10,0,57,0,"5667836"
"Hawaii Pacific",3,29,19,89,0.112,26,4,5,27,67,9,1,6,2,37,0,"5667836"
"Kentucky St.",4,30,18,119,0.101,27,4,7,45,89,12,0,4,1,36,0,"5668234"
"Asbury",4,48,23,124,0.202,46,12,6,61,65,4,1,4,0,63,1,"5668234"
"Miles",4,30,32,133,-0.015,23,4,4,68,82,14,5,4,7,41,2,"5722145"
"Stillman",4,37,28,149,0.06,35,14,10,61,73,4,3,6,8,57,0,"5722145"
"West Ala.",3,21,21,108,0,21,3,9,43,71,8,2,8,0,30,1,"5668296"
"UVA Wise",3,31,16,95,0.158,31,8,3,60,36,3,0,8,1,43,0,"5668296"
"St. Cloud St.",3,45,17,116,0.241,41,1,8,44,70,6,1,8,0,51,0,"5668299"
"Cal Poly Pomona",3,39,9,106,0.283,36,6,4,39,52,1,0,22,0,56,0,"5668299"
"Lynn",4,58,17,135,0.304,55,10,11,60,65,9,0,4,0,70,0,"5668302"
"Southern N.H.",4,39,16,133,0.173,37,9,13,50,87,10,1,6,1,52,0,"5668302"
"Cal Poly Humboldt",4,48,31,131,0.13,42,6,4,51,75,7,1,12,3,61,0,"5668295"
"Western Ore.",4,47,23,127,0.189,43,7,15,44,90,6,3,12,3,63,0,"5668295"
"West Ala.",3,29,24,99,0.051,28,3,7,37,69,9,0,10,1,37,0,"5668305"
"King (TN)",3,34,11,84,0.274,30,9,5,42,42,3,3,6,0,49,0,"5668305"
"West Virginia St.",4,48,26,127,0.173,46,9,8,41,83,4,1,18,3,67,0,"5668309"
"Tex. A&M Int'l",4,54,25,134,0.216,52,4,10,47,86,9,2,12,3,66,0,"5668309"
"Northwest Mo. St.",3,49,16,127,0.26,48,4,6,60,68,7,0,6,2,56,0,"5668307"
"Northern St.",3,44,7,122,0.303,43,7,5,54,62,4,5,4,4,58,0,"5668307"
"Washburn",5,79,26,197,0.269,74,10,7,90,93,6,2,18,2,100,0,"5668311"
"Sioux Falls",5,57,22,184,0.19,55,6,4,74,108,10,4,14,0,74,0,"5668311"
"Biola",4,32,23,117,0.077,29,3,14,48,70,6,2,10,0,42,0,"5668301"
"Cal State LA",4,45,19,127,0.205,42,6,20,49,67,3,1,8,0,56,0,"5668301"
"Brewton-Parker",3,36,13,103,0.223,33,7,5,58,0,4,0,4,1,45,0,"5668335"
"Claflin",3,20,25,108,-0.046,19,4,2,47,0,7,2,0,1,26,0,"5668335"
"King (TN)",3,41,20,143,0.147,38,2,5,65,68,4,1,16,1,52,1,"5668322"
"UVA Wise",3,43,20,142,0.162,42,4,6,66,66,2,2,4,5,51,0,"5668322"
"Tusculum",3,25,22,126,0.024,21,3,3,64,63,10,1,10,1,34,0,"5668340"
"Lander",3,39,18,135,0.156,35,10,10,69,56,3,3,10,1,57,1,"5668340"
"Wayne St. (NE)",3,38,10,95,0.295,33,7,1,54,31,1,1,10,0,51,0,"5668352"
"Adelphi",3,31,15,102,0.157,30,1,14,43,72,7,0,10,0,37,0,"5668352"
"Wis.-Parkside",4,47,23,168,0.143,42,13,11,81,69,6,3,10,3,68,0,"5668317"
"Truman St.",4,39,23,152,0.105,34,6,12,73,87,13,1,10,5,51,0,"5668317"
"Allen",5,42,20,119,0.185,40,5,7,47,67,11,5,0,11,52,0,"5697072"
"Clinton",5,50,20,98,0.306,44,10,9,72,79,9,0,13,13,66.5,0,"5697072"
"Cumberlands (KY)",3,49,9,103,0.388,42,5,5,48,44,4,0,6,0,57,0,"5668359"
"Kentucky St.",3,25,14,104,0.106,23,4,3,31,69,5,0,6,0,32,0,"5668359"
"Ferris St.",5,65,23,175,0.24,56,3,12,84,96,7,2,14,2,77,0,"5668333"
"West Tex. A&M",5,60,26,178,0.191,55,7,7,78,91,3,2,16,1,77,0,"5668333"
"Bentley",3,27,17,106,0.094,26,5,8,33,66,4,2,4,2,36,2,"5668331"
"DBU",3,42,18,100,0.24,38,4,10,47,56,5,1,8,1,51,0,"5668331"
"South Dakota Mines",3,44,16,122,0.23,43,4,9,48,70,4,0,2,0,49,0,"5668330"
"Augustana (SD)",3,49,7,113,0.372,49,4,7,55,56,4,6,4,2,61,1,"5668330"
"Minn.-Crookston",3,35,10,102,0.245,27,6,9,47,59,3,2,6,2,46,0,"5668351"
"Cal St. East Bay",3,38,19,122,0.156,26,3,6,42,64,6,1,0,2,42,1,"5668351"
"Saint Martin's",5,53,29,149,0.161,49,7,16,56,85,9,1,14,1,68,0,"5668310"
"Hawaii Pacific",5,41,22,126,0.151,39,9,13,54,81,7,2,10,2,57,0,"5668310"
"Northwest Nazarene",3,30,13,104,0.163,27,1,6,47,65,8,1,4,1,34,0,"5668308"
"Azusa Pacific",3,43,10,117,0.282,37,8,8,48,47,1,0,12,0,57,0,"5668308"
"Alas. Fairbanks",5,62,26,161,0.224,54,8,10,66,95,11,1,22,0,82,0,"5668303"
"Cal St. Dom. Hills",5,49,22,150,0.18,42,11,8,52,92,8,3,9,1,67.5,0,"5668303"
"Bemidji St.",5,56,32,160,0.15,43,6,10,61,101,9,0,16,7,70,0,"5668294"
"Hawaii Hilo",5,60,25,156,0.224,55,9,10,61,89,6,2,4,1,73,0,"5668294"
"Lynn",3,47,14,113,0.292,43,6,7,54,47,3,5,4,0,60,0,"5668397"
"St. Anselm",3,23,14,99,0.091,22,3,3,41,66,6,2,0,0,28,0,"5668397"
"Post",5,47,20,148,0.182,41,8,13,66,86,11,4,10,0,64,0,"5668385"
"Mercy",5,56,31,163,0.153,49,11,15,71,92,8,7,4,0,76,0,"5668385"
"West Va. Tech",4,49,25,181,0.133,45,4,6,92,71,2,6,4,0,61,0,"5668365"
"Salem (WV)",4,50,17,189,0.175,47,2,16,83,84,4,6,2,1,59,0,"5668365"
"Francis Marion",5,51,36,185,0.081,49,11,9,77,91,3,2,14,4,71,0,"5668363"
"Coker",5,49,36,176,0.074,49,3,8,89,99,11,3,20,0,65,1,"5668363"
"Texas-Dallas",3,43,22,127,0.165,40,2,5,47,73,6,1,6,0,49,0,"5668349"
"Southwestern (TX)",3,41,12,107,0.271,39,6,1,48,60,2,0,18,0,56,0,"5668349"
"Winona St.",3,44,20,119,0.202,43,9,6,53,54,4,0,16,2,61,0,"5668358"
"William Jewell",3,25,15,100,0.1,24,4,5,52,68,9,1,10,0,35,0,"5668358"
"Emporia St.",3,33,20,116,0.112,30,3,5,51,71,10,1,12,1,43,1,"5668354"
"Rockhurst",3,38,13,111,0.225,38,10,4,56,51,3,2,8,0,54,1,"5668354"
"MSU Denver",3,42,8,105,0.324,41,7,11,47,58,7,1,26,3,63,0,"5668321"
"Central Wash.",3,37,18,109,0.174,36,7,7,48,63,7,0,2,0,45,0,"5668321"
"Simon Fraser",4,61,26,159,0.22,57,3,9,79,74,8,3,20,0,77,1,"5668315"
"Cal St. San Marcos",4,33,29,148,0.027,32,8,4,63,88,3,6,14,2,54,0,"5668315"
"Chadron St.",3,19,19,91,0,17,0,4,29,63,7,1,6,2,23,0,"5668313"
"Point Loma",3,45,16,91,0.319,43,7,10,45,44,0,0,22,0,63,0,"5668313"
"Upper Iowa",3,34,22,119,0.101,30,4,7,48,68,6,2,2,0,41,0,"5668368"
"Minnesota St.",3,39,10,102,0.284,38,6,5,55,49,4,3,10,0,53,0,"5668368"
"Chaminade",4,56,25,164,0.189,45,1,7,66,90,8,0,14,2,64,0,"5668319"
"Cal Poly Pomona",4,55,11,149,0.295,44,8,7,64,74,1,2,18,5,74,0,"5668319"
"Adams St.",3,41,26,133,0.113,41,1,9,59,74,5,1,10,1,48,0,"5668375"
"Midwestern St.",3,34,14,115,0.174,30,5,1,52,50,1,0,12,0,45,0,"5668375"
"Lake Superior St.",3,25,22,95,0.032,19,2,6,34,67,9,3,6,0,33,0,"5668376"
"CSU Pueblo",3,32,14,85,0.212,25,9,6,41,45,2,0,16,0,49,0,"5668376"
"Stanislaus St.",4,48,14,134,0.254,41,6,8,58,74,4,5,22,11,70,0,"5668392"
"Fresno Pacific",4,51,30,149,0.141,46,4,10,65,90,6,2,2,7,58,0,"5668392"
"Colo. Christian",4,51,23,162,0.173,46,8,13,63,91,9,2,4,1,63,0,"5668383"
"CUI",4,54,16,141,0.27,50,9,9,79,73,8,3,6,0,69,0,"5668383"
"Sonoma St.",3,32,26,108,0.056,32,2,9,47,67,7,0,12,1,40,0,"5668371"
"Western Wash.",3,35,18,110,0.155,32,7,10,39,58,2,1,14,0,50,0,"5668371"
"Seattle Pacific",4,39,21,138,0.13,33,4,8,65,87,11,0,16,0,51,0,"5668400"
"CSUSB",4,55,20,163,0.215,50,11,9,63,69,4,0,14,0,73,1,"5668400"
"Cal Poly Humboldt",4,58,29,149,0.195,50,2,14,55,88,7,1,14,4,68,0,"5668369"
"Hawaii Hilo",4,48,23,133,0.188,46,7,11,57,79,2,0,8,2,59,0,"5668369"
"Harris-Stowe",4,23,34,111,-0.099,23,7,5,48,81,8,3,0,1,33,1,"5668408"
"Lane",4,42,17,114,0.219,38,8,13,53,63,7,3,0,0,53,0,"5668408"
"Indiana (PA)",3,33,9,105,0.229,30,6,6,46,57,5,1,24,1,52,0,"5668417"
"Daemen",3,45,26,127,0.15,43,5,11,51,69,6,0,2,3,51,0,"5668417"
"Converse",4,51,23,165,0.17,47,1,11,79,81,8,3,8,0,59,0,"5668412"
"Valdosta St.",4,49,27,160,0.138,47,8,12,79,80,1,7,4,1,66,0,"5668412"
"MSU Moorhead",3,35,18,113,0.15,31,3,7,51,63,8,3,2,0,42,0,"5668419"
"Northern Mich.",3,42,11,112,0.277,40,8,11,55,55,3,3,0,1,53,0,"5668419"
"Emory & Henry",3,22,16,82,0.073,21,1,6,29,67,9,0,14,0,30,1,"5668411"
"Wayne St. (NE)",3,43,12,89,0.348,39,9,7,38,37,1,2,10,0,59,0,"5668411"
"Minn.-Crookston",4,59,13,142,0.324,49,6,11,62,68,3,2,6,2,70,0,"5668410"
"Eastern N.M.",4,41,17,130,0.185,36,3,6,58,81,6,0,8,2,48,0,"5668410"
"Okla. Baptist",3,49,10,91,0.429,47,9,13,38,54,6,1,6,2,62,0,"5668422"
"Spring Hill",3,27,10,77,0.221,26,6,6,28,60,9,1,10,0,39,1,"5668422"
"West Virginia St.",3,37,16,109,0.193,31,2,7,41,71,10,2,12,1,47,0,"5668414"
"Central Mo.",3,43,20,112,0.205,40,10,4,46,59,2,1,8,0,58,0,"5668414"
"Quincy",5,69,28,171,0.24,68,9,17,91,94,7,2,22,0,91,0,"5668421"
"Anderson (SC)",5,50,24,177,0.147,47,7,11,58,97,9,3,20,0,70,0,"5668421"
"Western Colo.",5,64,26,187,0.203,63,8,12,95,105,12,3,10,1,80,0,"5668423"
"Southwest Baptist",5,57,21,184,0.196,55,12,5,87,88,8,5,26,2,87,1,"5668423"
"South Dakota Mines",3,28,19,115,0.078,26,1,2,38,71,2,0,2,1,30,0,"5668424"
"Northern St.",3,51,3,93,0.516,46,2,3,59,34,1,2,17,0,63.5,0,"5668424"
"Drury",3,46,15,101,0.307,43,6,7,45,47,1,1,6,0,56,0,"5668425"
"Southern Ark.",3,25,20,103,0.049,19,1,3,30,66,6,0,12,3,32,0,"5668425"
"West Va. Wesleyan",5,68,28,195,0.205,63,9,6,80,93,4,1,8,1,82,0,"5668428"
"Coker",5,52,18,200,0.17,48,4,5,68,102,9,1,24,0,69,0,"5668428"
"Thomas More",5,52,37,187,0.08,51,6,8,78,94,6,4,16,2,70,0,"5668430"
"Malone",5,51,39,172,0.07,50,6,7,80,99,6,4,14,5,68,0,"5668430"
"Seton Hill",5,72,26,178,0.258,59,6,14,55,105,5,7,4,1,87,0,"5668437"
"Walsh",5,63,18,161,0.28,56,5,7,62,93,6,8,14,0,83,1,"5668437"
"East Stroudsburg",4,48,16,122,0.262,45,5,15,39,67,4,0,6,4,56,0,"5668441"
"West Liberty",4,45,23,125,0.176,43,4,15,42,78,5,1,10,2,55,0,"5668441"
"Purdue Northwest",3,32,13,91,0.209,31,3,6,25,69,9,0,12,0,41,0,"5668442"
"Ill. Springfield",3,42,12,83,0.361,38,9,5,39,48,3,0,12,2,57,0,"5668442"
"Saginaw Valley",3,45,11,93,0.366,43,10,10,38,50,4,4,0,1,59,1,"5668444"
"Central St. (OH)",3,23,13,76,0.132,22,4,4,28,64,10,0,10,1,32,0,"5668444"
"Clark Atlanta",3,21,21,72,0,20,1,6,14,70,10,1,2,0,24,0,"5668448"
"North Greenville",3,34,10,61,0.393,25,10,3,22,33,1,1,4,2,47,0,"5668448"
"Ky. Wesleyan",3,23,20,88,0.034,21,2,5,33,69,11,3,4,5,30,0,"5668409"
"Maryville (MO)",3,37,14,95,0.242,32,11,5,40,41,2,2,8,0,54,0,"5668409"
"Ark.-Fort Smith",4,57,14,133,0.323,52,6,6,53,75,6,4,14,0,74,0,"5668446"
"Mary",4,54,24,142,0.211,52,6,8,54,91,6,0,4,1,62,0,"5668446"
"Bentley",3,27,10,88,0.193,27,3,11,21,67,13,5,0,0,35,0,"5668431"
"DBU",3,40,8,87,0.368,40,13,7,37,39,3,1,12,0,60,0,"5668431"
"Bowie St.",3,20,22,90,-0.022,18,2,4,34,0,10,4,4,3,28,0,"5668472"
"Shepherd",3,34,22,96,0.125,31,10,10,39,0,2,2,12,0,52,0,"5668472"
"Sioux Falls",4,59,10,126,0.389,58,8,7,62,58,4,1,14,2,75,0,"5668433"
"William Jewell",4,39,18,133,0.158,38,4,3,50,85,8,0,12,2,49,0,"5668433"
"Southeastern Okla.",4,43,23,120,0.167,35,7,13,39,86,13,0,0,0,50,0,"5668439"
"Mississippi Col.",4,47,15,106,0.302,42,13,11,46,64,7,1,12,2,67,0,"5668439"
"McKendree",5,53,23,160,0.188,52,7,13,65,99,7,1,7,2,64.5,0,"5668440"
"St. Mary's (TX)",5,61,23,154,0.247,58,7,9,71,81,7,1,8,0,73,0,"5668440"
"UT Tyler",3,30,19,125,0.088,30,3,0,56,68,7,1,2,1,35,0,"5668447"
"East Central",3,36,10,120,0.217,36,7,5,55,55,3,2,2,0,46,0,"5668447"
"Harding",4,56,15,143,0.287,49,6,8,63,65,5,3,8,1,69,1,"5668451"
"Limestone",4,42,24,140,0.129,38,5,9,59,88,6,3,8,2,54,1,"5668451"
"Winona St.",3,27,24,106,0.028,26,0,5,29,70,3,1,10,3,33,0,"5668452"
"Washburn",3,41,8,81,0.407,34,3,3,47,35,0,2,14,0,53,0,"5668452"
"Westminster (UT)",4,53,19,141,0.241,51,15,11,58,68,5,2,2,0,71,0,"5668453"
"Southern Nazarene",4,36,20,124,0.129,34,5,6,57,87,15,0,4,1,43,1,"5668453"
"Lewis",4,63,14,147,0.333,51,3,14,56,79,7,2,20,2,78,0,"5668454"
"American Int'l",4,48,24,148,0.162,45,7,5,61,80,3,0,4,2,57,0,"5668454"
"Wis.-Parkside",5,61,24,190,0.195,56,4,7,91,93,8,3,4,0,70,0,"5668456"
"Upper Iowa",5,64,18,187,0.246,57,8,10,93,88,4,2,16,0,82,0,"5668456"
"Tex. Permian Basin",4,49,27,178,0.124,45,1,4,94,92,3,2,16,0,60,2,"5668459"
"Central Okla.",4,61,24,191,0.194,59,3,5,93,79,1,3,12,1,73,1,"5668459"
"Adams St.",3,39,13,113,0.23,35,6,12,40,53,3,2,8,1,51,0,"5668462"
"Western N.M.",3,28,22,100,0.06,27,3,6,49,61,6,1,4,1,34,0,"5668462"
"Pitt.-Johnstown",3,40,7,83,0.398,35,8,8,33,45,7,3,10,3,56,0,"5668464"
"West Chester",3,28,19,83,0.108,25,7,6,31,66,8,0,6,5,38,0,"5668464"
"Georgian Court",3,19,18,94,0.011,19,1,2,34,63,8,1,2,1,22,0,"5668465"
"Embry-Riddle (FL)",3,44,8,94,0.383,42,8,10,45,39,1,0,26,0,65,0,"5668465"
"Wilmington (DE)",4,27,17,117,0.085,24,6,7,58,83,22,6,12,0,45,0,"5668466"
"Millersville",4,49,20,140,0.207,48,22,13,69,61,6,2,10,0,78,0,"5668466"
"Virginia Union",3,22,11,105,0.105,20,1,3,46,69,4,4,2,2,28,0,"5668469"
"Fairmont St.",3,52,10,117,0.359,46,4,4,65,38,1,2,0,1,58,0,"5668469"
"Albany St. (GA)",4,40,21,151,0.126,35,6,6,67,84,7,4,13,0,56.5,1,"5668496"
"Lee",4,54,24,173,0.173,52,7,9,70,79,6,0,6,0,64,0,"5668496"
"Winston-Salem",3,18,17,89,0.011,15,3,4,35,62,8,4,4,1,27,0,"5668498"
"Rollins",3,42,15,102,0.265,38,8,12,48,48,3,3,0,1,53,0,"5668498"
"Chico St.",3,34,16,98,0.184,30,7,2,47,50,5,1,12,1,48,0,"5668416"
"Academy of Art",3,33,23,112,0.089,32,5,9,42,72,7,1,4,1,41,0,"5668416"
"Ursuline",3,28,11,71,0.239,26,6,6,23,69,15,0,2,1,35,0,"5668449"
"Northwest Nazarene",3,39,10,74,0.392,30,15,4,23,44,6,1,2,0,56,0,"5668449"
"King (TN)",4,53,20,154,0.214,48,9,9,83,62,3,3,4,2,67,0,"5668533"
"Bluefield St.",4,34,25,148,0.061,31,3,7,71,87,9,2,16,4,47,0,"5668533"
"Adelphi",5,44,28,152,0.105,36,12,12,56,91,5,1,14,1,64,0,"5668531"
"Saint Leo",5,54,28,145,0.179,48,5,8,62,83,12,1,16,4,68,0,"5668531"
"Virginia St.",4,40,18,120,0.183,35,4,9,53,73,8,3,20,1,57,0,"5668522"
"AUM",4,48,28,139,0.144,45,8,14,55,80,4,1,2,6,58,1,"5668522"
"Shippensburg",4,38,26,132,0.091,32,5,8,46,84,8,0,2,0,44,0,"5668503"
"Clarion",4,54,15,135,0.289,48,8,14,53,68,5,4,10,0,71,0,"5668503"
"D'Youville",3,29,13,83,0.193,27,4,7,22,71,9,0,8,2,37,1,"5668502"
"Ashland",3,45,12,82,0.402,39,9,2,36,42,4,1,4,2,57,0,"5668502"
"Grand Valley St.",3,44,15,119,0.244,38,8,7,50,58,2,2,10,0,59,0,"5668510"
"UIndy",3,30,22,113,0.071,27,2,0,49,66,8,1,10,3,38,0,"5668510"
"Whitman",3,24,17,82,0.085,22,7,8,25,66,6,0,2,0,32,0,"5668477"
"Texas-Dallas",3,44,11,86,0.384,40,6,8,32,45,7,2,6,0,55,0,"5668477"
"Lubbock Christian",3,45,13,128,0.25,37,3,4,52,57,3,1,8,0,53,0,"5668537"
"Cal St. East Bay",3,33,20,120,0.108,29,3,1,45,70,3,1,12,1,43,1,"5668537"
"Point Park",5,42,25,124,0.137,39,9,9,45,93,7,7,6,0,61,1,"5668536"
"Lake Erie",5,64,30,150,0.227,56,7,16,46,94,9,6,4,0,79,0,"5668536"
"Northwest Mo. St.",3,37,27,120,0.083,37,0,8,38,66,3,0,10,1,42,0,"5668488"
"Alas. Anchorage",3,34,13,90,0.233,30,3,9,40,51,0,1,16,1,46,0,"5668488"
"Wingate",3,44,8,100,0.36,42,11,5,49,34,2,2,12,0,63,0,"5668535"
"Belmont Abbey",3,16,14,94,0.021,16,2,3,32,68,11,1,2,0,20,0,"5668535"
"Thomas More",3,42,24,126,0.143,38,8,14,52,64,3,1,14,1,58,1,"5668534"
"Roosevelt",3,31,20,114,0.096,31,3,10,55,66,8,2,14,3,43,0,"5668534"
"Wheeling",4,61,25,184,0.196,59,3,4,90,98,5,4,10,2,73,2,"5668493"
"West Florida",4,65,20,195,0.231,62,5,2,84,83,3,2,12,0,78,0,"5668493"
"Florida Tech",3,48,13,94,0.372,43,9,5,37,44,2,5,2,0,63,0,"5668540"
"Tusculum",3,27,11,79,0.203,21,2,6,24,68,9,3,2,0,33,0,"5668540"
"Ark.-Monticello",3,25,12,74,0.176,23,2,1,28,67,10,2,8,2,33,0,"5668491"
"St. Edward's",3,48,18,96,0.313,44,10,9,32,56,2,0,4,0,60,0,"5668491"
"Southwestern Okla.",3,41,16,97,0.258,37,7,6,35,53,6,0,8,2,52,0,"5668497"
"Davenport",3,32,15,90,0.189,31,6,12,34,68,7,0,12,0,44,0,"5668497"
"Arkansas Tech",3,22,20,92,0.022,22,3,6,39,62,4,1,4,2,28,1,"5668489"
"Pittsburg St.",3,40,12,98,0.286,37,4,11,42,44,3,0,12,1,50,0,"5668489"
"Gannon",3,25,14,74,0.149,24,4,1,25,65,9,2,18,6,40,0,"5668565"
"Colorado Mesa",3,51,21,104,0.288,50,9,8,32,61,4,2,10,2,67,0,"5668565"
"Michigan Tech",3,39,17,96,0.229,39,5,5,38,56,4,1,14,0,52,0,"5668566"
"Regis (CO)",3,42,18,108,0.222,37,4,14,35,69,5,0,12,1,52,0,"5668566"
"Jefferson",4,47,22,129,0.194,45,17,8,46,89,13,1,10,0,70,0,"5668580"
"Charleston (WV)",4,50,16,124,0.274,45,13,6,48,82,17,2,16,0,73,0,"5668580"
"Montevallo",3,25,21,91,0.044,23,4,9,26,66,7,0,10,0,34,0,"5668499"
"Henderson St.",3,34,11,81,0.284,28,7,8,28,41,4,2,14,0,50,0,"5668499"
"Truman St.",5,47,22,173,0.145,42,9,4,88,92,8,3,12,0,65,0,"5668500"
"Minnesota St.",5,65,27,201,0.189,59,8,11,94,96,9,1,8,3,78,0,"5668500"
"N.M. Highlands",3,26,13,101,0.129,26,2,7,41,67,6,0,6,3,31,0,"5668504"
"Angelo St.",3,49,14,111,0.315,48,6,6,57,43,2,0,12,0,61,0,"5668504"
"Tex. A&M Int'l",3,36,17,95,0.2,33,2,8,31,69,7,2,12,2,46,0,"5668507"
"West Tex. A&M",3,44,17,95,0.284,42,7,6,38,54,2,1,12,2,58,0,"5668507"
"Missouri S&T",3,20,17,89,0.034,18,2,7,35,68,6,1,10,0,28,0,"5668508"
"Ouachita Baptist",3,44,20,107,0.224,39,6,6,47,42,2,1,8,0,55,0,"5668508"
"Carson-Newman",5,66,30,173,0.208,60,10,12,54,107,6,1,10,1,82,2,"5668518"
"Mo.-St. Louis",5,53,18,145,0.241,53,6,3,63,90,10,5,8,2,68,1,"5668518"
"Mo. Southern St.",4,36,24,126,0.095,31,4,9,49,85,11,0,4,0,42,1,"5668520"
"Minn. Duluth",4,50,13,120,0.308,46,11,10,56,55,4,0,14,1,68,0,"5668520"
"UC Merced",3,23,20,95,0.032,23,4,6,26,70,2,1,6,0,31,0,"5668528"
"Neb.-Kearney",3,45,17,96,0.292,43,2,4,45,43,4,2,6,0,52,0,"5668528"
"Tiffin",4,64,15,174,0.282,63,5,12,85,78,7,2,12,2,77,2,"5668517"
"Maryville (MO)",4,45,22,169,0.136,44,7,7,82,87,5,0,4,2,54,0,"5668517"
"Lock Haven",3,17,15,76,0.026,16,3,5,28,62,10,0,2,4,21,0,"5668505"
"Cedarville",3,42,9,83,0.398,37,10,12,37,38,3,2,6,1,57,0,"5668505"
"Frostburg St.",3,30,23,90,0.078,28,0,13,28,65,7,1,4,1,33,0,"5668548"
"Wayne St. (MI)",3,32,10,73,0.301,29,7,9,30,37,0,1,12,2,46,0,"5668548"
"Lenoir-Rhyne",3,43,11,103,0.311,42,4,6,56,52,7,3,8,0,54,0,"5668564"
"Bloomsburg",3,33,20,117,0.111,32,7,8,46,67,4,2,0,1,42,0,"5668564"
"Palm Beach Atl.",4,36,28,137,0.058,35,6,5,46,81,8,1,14,0,50,0,"5668569"
"Augusta",4,50,21,130,0.223,46,8,11,55,72,6,1,26,1,72,0,"5668569"
"Roberts Wesleyan",4,65,28,176,0.21,59,7,10,72,85,4,3,0,0,75,2,"5668572"
"California (PA)",4,37,14,133,0.173,37,4,2,71,82,7,7,4,0,50,1,"5668572"
"Edinboro",4,46,23,110,0.209,41,10,12,42,60,6,3,4,0,61,1,"5668578"
"Glenville St.",4,26,16,89,0.112,25,6,11,31,76,10,1,14,0,40,5,"5668578"
"Cameron",3,22,17,78,0.064,21,1,6,22,66,9,0,4,0,25,3,"5668486"
"UC-Colo. Springs",3,39,10,78,0.372,34,9,7,33,39,1,3,2,0,52,0,"5668486"
"Bridgeport",3,33,10,96,0.24,29,8,6,47,40,3,0,0,0,41,0,"5668588"
"Southern Conn. St.",3,26,16,108,0.093,26,3,10,36,68,8,1,4,0,32,1,"5668588"
"Vanguard",3,45,10,101,0.347,43,7,12,52,48,5,1,4,2,55,0,"5668527"
"Chadron St.",3,21,16,97,0.052,20,5,5,43,62,7,4,0,4,30,2,"5668527"
"Catawba",3,38,10,85,0.329,29,7,6,22,62,7,1,6,0,49,2,"5669488"
"Barton",3,39,15,85,0.282,32,7,9,27,71,7,0,0,0,46,1,"5669488"
"Erskine",3,17,19,88,-0.023,17,3,5,41,62,10,2,2,0,23,0,"5668616"
"Converse",3,37,10,91,0.297,34,10,11,50,41,3,4,2,0,52,0,"5668616"
"Elizabeth City St.",3,43,23,116,0.172,41,2,7,52,73,5,4,4,4,51,0,"5668607"
"Newberry",3,41,18,128,0.18,39,5,5,45,64,2,3,14,6,56,0,"5668607"
"East Stroudsburg",3,29,11,88,0.205,27,2,6,31,64,8,0,10,1,36,0,"5668600"
"Nova Southeastern",3,52,15,106,0.349,48,8,12,42,56,2,1,12,0,67,0,"5668600"
"Barton",3,21,13,90,0.089,15,2,6,28,63,14,1,0,0,24,0,"5668599"
"Shaw",3,37,11,86,0.302,32,14,10,38,44,2,5,0,0,56,0,"5668599"
"Southern Wesleyan",5,58,27,199,0.156,54,6,6,76,101,10,0,14,0,71,0,"5668591"
"Georgia College",5,65,28,222,0.167,64,10,10,82,102,6,1,20,1,86,0,"5668591"
"West Ala.",3,21,24,98,-0.031,20,4,8,46,66,10,2,4,0,29,0,"5668581"
"Lees-McRae",3,30,11,90,0.211,27,10,7,45,37,4,1,14,1,48,0,"5668581"
"Southern Ark.",4,44,22,165,0.133,39,3,6,63,90,5,3,14,6,57,2,"5668550"
"Midwestern St.",4,60,28,174,0.184,59,5,6,76,84,3,1,10,2,71,3,"5668550"
"Emporia St.",4,58,17,135,0.304,54,12,8,55,77,5,2,12,2,78,0,"5668570"
"Sioux Falls",4,51,21,135,0.222,48,5,6,52,90,12,0,8,2,60,0,"5668570"
"Northern St.",5,59,23,168,0.214,59,6,8,76,98,14,1,22,2,77,0,"5668583"
"Augustana (SD)",5,61,26,171,0.205,58,14,12,70,94,6,2,21,4,87.5,0,"5668583"
"West Va. Wesleyan",5,62,17,188,0.239,57,7,6,60,99,11,2,12,3,77,0,"5668624"
